Hotel name,Current score,Review
소노캄 거제," ""5"""," ""(Translated by Google) The best accommodation in Gyeongnam.The water park is good and the interior is clean.The night view is nice if you come to the square at night.  …Read more(Translated by Google) The best accommodation in Gyeongnam.The water park is good and the interior is clean.The night view is nice if you come to the square at night.Barbecue is expensive but I am very satisfied.(Original)경남 최고의 숙박시설.워터파크도 좋고 실내도 깨끗.야간에 광장에 나오면 야경도 좋다.바베큐가 비싸지만 맹  만족스럽다."""
소노캄 거제," ""4"""," ""(Translated by Google) Various play spaces(Original)다양한 놀이 공간"""
소노캄 거제," ""5"""," ""(Translated by Google) The view is clean and the view is so good ~ there are many things to see and eat around.  …Read more(Translated by Google) The view is clean and the view is so good ~ there are many things to see and eat around.(Original)깔끔하고 전망이 너무좋아요~주변에 볼것과 먹을것도많아요"""
소노캄 거제," ""4"""," ""(Translated by Google) It is not long since it was built and the facilities are clean. All rooms have a sea view and it is good to walk in front of the resort. However compared to Hongcheon Daemyung Resort I do not have much to do in the  …Read more(Translated by Google) It is not long since it was built and the facilities are clean. All rooms have a sea view and it is good to walk in front of the resort. However compared to Hongcheon Daemyung Resort I do not have much to do in the resort.(Original)지은지 오래되지 않아 시설이 깔끔하고 전실 바다전망이라 좋고 리조트 앞 산책코스도 걷기 좋습니다. 근데 홍천대명리조트 등에 비하면 사실 리조트안에서 할게 별로 없어서 다른 관광지에서 놀다 오면 잠밖에 안자게 되니 비용대비 좀 아깝긴 합니다."""
소노캄 거제," ""3"""," ""(Translated by Google) It's scary but it took a long time to clean the room. It's a pity that the water park wasn't open. There was an air conditioner in the living room but not in the room  …Read more(Translated by Google) It's scary but it took a long time to clean the room. It's a pity that the water park wasn't open. There was an air conditioner in the living room but not in the room(Original)깜끔하긴하나 객실청소가 오래걸렸어요 워터파크도 미운영할때여서 아쉽네요 거실엔 에어컨이 있으나 룸엔 없었어요"""
소노캄 거제," ""5"""," ""(Translated by Google) Wonderful scenery and clear sea of ​​Namhae ~ ^^Ocean view rooms are even wider. Starbucks on the 1st floor and the chef's kitchen which is a restaurant also become a cruise facility along with the sea.  …Read more(Translated by Google) Wonderful scenery and clear sea of ​​Namhae ~ ^^Ocean view rooms are even wider. Starbucks on the 1st floor and the chef's kitchen which is a restaurant also become a cruise facility along with the sea.(Original)남해의 멋진풍광과 맑은바다가 눈앞에 ~^^오션뷰객실은 마음마저 넓어지게 한다 1층 스타벅스도 식당인 쉐프키친도 바다와함께라면 크루즈시설이된다"""
소노캄 거제," ""5"""," ""(Translated by Google) All rooms have a great view of the ocean view. The facilities were clean and the front desk was very friendly.  …Read more(Translated by Google) All rooms have a great view of the ocean view. The facilities were clean and the front desk was very friendly.(Original)전객실 오션뷰라 전망이 좋습니다. 시설도 깨끗하고 프론트 직원들도 매우 친절하게 대해주었습니다."""
소노캄 거제," ""5"""," ""(Translated by Google) The surrounding scenery is beautiful.The walkway is too good  …Read more(Translated by Google) The surrounding scenery is beautiful.The walkway is too good(Original)주변 경관이 아름답다.산책로가 너무 좋음"""
소노캄 거제," ""3"""," ""(Translated by Google) It's good for children to playIt's crazy to come to rest quietly.  …Read more(Translated by Google) It's good for children to playIt's crazy to come to rest quietly.(Original)아이들 놀기에 좋네요조용히 쉬러 오기에는 정신없어요"""
소노캄 거제," ""5"""," ""(Translated by Google) I like it. It was raining so much that I couldn't play outdoor water.I want to see you again.  …Read more(Translated by Google) I like it. It was raining so much that I couldn't play outdoor water.I want to see you again.(Original)넘.좋타..비가많이와서..야외물놀이를못햏지만.다시한번더가보고싶은곳..넘아쉬워"""
소노캄 거제," ""5"""," ""(Translated by Google) Wonderful sea view that is good for memories(Original)추억쌓기좋은 멋진 바다뷰"""
소노캄 거제," ""5"""," ""(Translated by Google) Compared to other Daemyung CondosThe facilities are the best... the view is also nice (I enjoy the sunrise view nicely because it is a corner room) The nearby restaurants are not good. In the  …Read more(Translated by Google) Compared to other Daemyung CondosThe facilities are the best... the view is also nice (I enjoy the sunrise view nicely because it is a corner room) The nearby restaurants are not good. In the morning I ate abalone porridge at a Korean restaurant in the basement of the condo but it was clean and inconvenient.(Original)다른 대명 콘도에비해시설 최고...뷰도 멋짐 (코너룸이라 선라이즈뷰를 멋지게 즐김)  근처 식당들이 별로라. 아침은 콘도내 지하 한식당에서 전복죽 먹었는데 깔끔하고 괨찮았음."""
소노캄 거제," ""5"""," ""(Translated by Google) Clean convenient and expensive(Original)깨끗하고 편리하다 비싸다 ㅎ"""
소노캄 거제," ""4"""," ""(Translated by Google) Of all the resorts in the country the coast is the most beautiful place on the coast. What kind of pilgrimage would it be to say that the calmness of the sea is clear and clear lake? Geoje Marina located next to it  …Read more(Translated by Google) Of all the resorts in the country the coast is the most beautiful place on the coast. What kind of pilgrimage would it be to say that the calmness of the sea is clear and clear lake? Geoje Marina located next to it is a place where you can enjoy the quietness. We had a group retreat and stayed in a place where we could stay for about 20 people and it was nice to be able to stay in a space that does not care about the noise of the upper level and the walk course along the coast was also very good. It is also close to the beaches and beaches along the southern coast of Geoje Island and it is also nice to be able to enjoy the adventure well-decorated botanical garden and camellia forest. The facility is also soundproof so I feel relaxed without feeling bothered.(Original)전국리조트중 해안을 끼고 있는 곳 중에 해안이 제일 아름다운 곳이리라. 일종의 만이기도 해서인지 바다의 잔잔함이 돋보이고 깨끗한 호수라고 할까. 그옆에 자리잡은 거제 마리나는 그런점에서 조용함을 즐기는 곳이네요. 우리는 단체로 수련회를 왔는데 20명정도 머물를 수 있는 곳에 숙박을 했고 아래 윗층의 소음때문에 신경쓰이지 않는 공간에서 지낸 수 있어서 좋았고 이침일찍 해안을 따라 산책 코스도 너무 좋았지요. 거제도의 남부해안을 따라 회와 해수욕장들도 가까이 있고 외도와 잘 꾸며진 식물원 그리고 동백숲도 즐길 수 있어서 좋기도 했읍니다. 시설도 방음이 잘 되어서인지 번잡한 느낌이 없이 쉬고 갑니다."""
소노캄 거제," ""5"""," ""(Translated by Google) Daemyung Resort Facility The Ocean Bay is small but well done. The seaside promenade in front of the resort is the best.  …Read more(Translated by Google) Daemyung Resort Facility The Ocean Bay is small but well done. The seaside promenade in front of the resort is the best.(Original)대명리조트 시설깨끗하고 아이들 놀수있는 오션베이도 작지만 잘되어있어요. 리조트 앞에 바닷길 산책로는 최고에요"""
소노캄 거제," ""5"""," ""(Translated by Google) Daemyung Resort Geoje Marina The scenery is very good ... The facilities are also very clean and seem to be the best. Walking course is also very good. Ocean Bay has limited play available for winter. Children seem to  …Read more(Translated by Google) Daemyung Resort Geoje Marina The scenery is very good ... The facilities are also very clean and seem to be the best. Walking course is also very good. Ocean Bay has limited play available for winter. Children seem to be okay to play with.(Original)대명리조트 거제마리나 경치가 너무 좋습니다...시설도 너무 깨끗하고 최고인 것 같습니다. 산책 코스도 너무 이쁘게 잘 돼 있습니다. 오션베이는 겨울이라 사용할 수 있는 놀이가 한정적입니다. 어린이들 놀기는 괜찮은 것 같네요."""
소노캄 거제," ""5"""," ""(Translated by Google) The breakfast is good and the view is great(Original)아침식사가 좋고 뷰도 좋습니다"""
소노캄 거제," ""2"""," ""(Translated by Google) It was number 57 on the waiting list .. It is only the 2nd floor of the room .. and the next floor is what you give to the 4th floor .. It is on the 2nd floor and it is noisy I do not know anyone who responds with a  …Read more(Translated by Google) It was number 57 on the waiting list .. It is only the 2nd floor of the room .. and the next floor is what you give to the 4th floor .. It is on the 2nd floor and it is noisy I do not know anyone who responds with a smile on the way.(Original)대기번호57번이었는데.. 방이 다 나가고 2층 뿐이라네.. 그리고 다음사람한테 4층주는건 뭔데.. 2층이라 시끄러워서 이틀연속 잠 설침.. 다신 갈일 없을듯.. 그리고 좀 웃어라.. 어느 객장을 가도 미소로 응대하는사람 하나를 못봄."""
소노캄 거제," ""4"""," ""(Translated by Google) I went to make a reservation but it's a bit uncomfortable to ask to wait because it's cleaning.The rest of the facilities and staff are very friendly.  …Read more(Translated by Google) I went to make a reservation but it's a bit uncomfortable to ask to wait because it's cleaning.The rest of the facilities and staff are very friendly.There is a good way to walk around.(Original)예약하고 갔는데  체크인  하는데 청소 중이라서 기다리라고 해서 조금 불편하군요.나머지 시설이나 직원분들은 많이 친절합니다.산책하기 좋은 테크길이 있어 산책하기 좋아요."""
소노캄 거제," ""5"""," ""(Translated by Google) What are some of the better places here for a summer resort?You do not have to go by car and use the water park.  …Read more(Translated by Google) What are some of the better places here for a summer resort?You do not have to go by car and use the water park.Bangview View is so good that you can relax.The interior is neat and sluggish.(Original)여름 리조트로 여기보다 좋은곳이 몇있을까요 ?차로 이동안해도 되고 워터파크 이용하구요방뷰 경치너무좋아서 휴식도가능해요내부도 깔끔하고 스벅 던킨있어 수다떨기도좋아요"""
소노캄 거제," ""5"""," ""(Translated by Google) It is also good for walking around the beach water park and amusement facilities.  …Read more(Translated by Google) It is also good for walking around the beach water park and amusement facilities.(Original)주변 해변 산책와 워터파크 놀이시설도 좋아요"""
소노캄 거제," ""5"""," ""(Translated by Google) The 2501 Lake View ~~ hostel too good in jaldoe also clean facilities. There are two bedrooms two bathrooms a living room and a kitchen so you can relax. I used it because it is an island ~~ ㅋ  …Read more(Translated by Google) The 2501 Lake View ~~ hostel too good in jaldoe also clean facilities. There are two bedrooms two bathrooms a living room and a kitchen so you can relax. I used it because it is an island ~~ ㅋ(Original)2501호 뷰입니다~~ 숙소도 깔끔하고 편의시설도 잘되있어서 너무좋네요. 방2개 욕실2개에 거실주방도 있어서 편하게 쉬다 갑니다~~ 다만 편의점보다도 비싼 물가의 마트가 아쉽네요. 섬이라 그러려니 하고 이용했어요~~ㅋ"""
소노캄 거제," ""4"""," ""(Translated by Google) Clean and good. It is well equipped with many facilities and it is good to have a bathing beach nearby. However if there is no membership there is a certain amount of price.  …Read more(Translated by Google) Clean and good. It is well equipped with many facilities and it is good to have a bathing beach nearby. However if there is no membership there is a certain amount of price.(Original)깔끔하고 좋음. 여러 시설이 잘 구비되어 있으며 근처에 해수욕장이 있어 즐기기 좋다. 다만 회원권이 없으면 가격이 어느정도 있는편이다."""
소노캄 거제," ""2"""," ""(Translated by Google) The air conditioner filter is full of dust because the fine hair on the blanket was so scorching and the inside of my mouth was so scorching.  …Read more(Translated by Google) The air conditioner filter is full of dust because the fine hair on the blanket was so scorching and the inside of my mouth was so scorching.(Original)이불에서 잔털이너무나와 입안이컬컬해서 죽을뻔했어요 에어컨필터는 먼지로가득~~~"""
소노캄 거제," ""2"""," ""(Translated by Google) I do not have a microwave I do not have a microwave I do not have a knife I do not have a knife and I only pay 300000 won. It is right to eat this chicken for a month. It is better to go to Geoje Sea.  …Read more(Translated by Google) I do not have a microwave I do not have a microwave I do not have a knife I do not have a knife and I only pay 300000 won. It is right to eat this chicken for a month. It is better to go to Geoje Sea.(Original)경치좋고 위치좋고 좋습니다 근데 이것뿐이예요 있는게 없습니다 비데는 고장나고 전자레인지 없고 식기류 부족하고 칼은 안들고 그냥 30 만원돈 주고 여기올바에아 치킨 한달동안 먹는게 이득입니다  차라리 거제 바다만 보고가는게 낫습니다"""
소노캄 거제," ""5"""," ""(Translated by Google) It's more like a condo than a hotel. The view is very good and the view of the sunrise is good. Starbucks and Baskin Robbins. The hostel is very clean spacious warm and just completely satisfied. Usually a few years  …Read more(Translated by Google) It's more like a condo than a hotel. The view is very good and the view of the sunrise is good. Starbucks and Baskin Robbins. The hostel is very clean spacious warm and just completely satisfied. Usually a few years old condo is not well managed but it seems to be just around the corner. It is clean at the hotel level and there is a WiFi in every room.(Original)콘도라기보다 호텔같네요. 전망 너무 좋고 일출보기도 좋고 각종 편의시설 잘 되어있고. 스타벅스 베스킨 라빈스도 있고. 숙소 너무 깨끗하고 넓고 따뜻하고 그냥 완전 만족합니다. 보통 몇 년된 콘도는 관리가 잘 안 되는 경우가 있는데 여긴 지은지 얼마 안 된 곳같네요. 호텔수준으로 깨끗하고 객실마다 개방 와이파이도 되네요"""
소노캄 거제," ""5"""," ""(Translated by Google) Good location with a view of Cambodia. Quiet (though it may have been a low season) resort. Take a tour of the yacht when you are out in the sun.  …Read more(Translated by Google) Good location with a view of Cambodia. Quiet (though it may have been a low season) resort. Take a tour of the yacht when you are out in the sun.(Original)동백섬 지심도가 보이는 전망 좋은 위치. 조용한(비수기라 그랬는지 몰라도) 리조트. 요트 투어는 노을질때 타보세요."""
소노캄 거제," ""4"""," ""(Translated by Google) It is pleasant because there are not many visitors even in polarity. Scide is not long to lose. The water is clean and well managed. It is more fun than any water park.  …Read more(Translated by Google) It is pleasant because there are not many visitors even in polarity. Scide is not long to lose. The water is clean and well managed. It is more fun than any water park.(Original)극성수기에도 입장객이 많아 않아 쾌적한 편입니다. 스라이드 줄고 길지 않습니다. 물도 깨끗이 관리가 잘되고 있습니다. 유수풀은 어느 워터파크 보다 재밌습니다"""
소노캄 거제," ""5"""," ""(Translated by Google) fun.(Original)재밌다."""
소노캄 거제," ""5"""," ""(Translated by Google) Looking at the beautiful ocean view swimming in the ocean bay is so fantastic even in winter ^^  …Read more(Translated by Google) Looking at the beautiful ocean view swimming in the ocean bay is so fantastic even in winter ^^(Original)수려한 오션뷰를 바라보면서 오션베이에서의 물놀이는 겨울에도 어김없이 너무 환상적입니다^^"""
소노캄 거제," ""5"""," ""(Translated by Google) The facilities are good and the view of the beach is very nice  …Read more(Translated by Google) The facilities are good and the view of the beach is very nice(Original)시설도좋고 바닷가 경치도 너무 멋져요"""
소노캄 거제," ""4"""," ""(Translated by Google) It's good but the level is just the level of a condo...(Original)좋기는 한데 수준이 그냥 콘도 수준..."""
소노캄 거제," ""5"""," ""(Translated by Google) Nice.When comparing Samcheok Sol Beach...Samcheok wins  …Read more(Translated by Google) Nice.When comparing Samcheok Sol Beach...Samcheok wins(Original)좋네요.좋지만삼척 쏠비치 비교시..삼척 승"""
소노캄 거제," ""5"""," ""(Translated by Google) It is a beautiful night view ..I visited in 2 years .. but still clean facilities and staff are friendly and good ^^  …Read more(Translated by Google) It is a beautiful night view ..I visited in 2 years .. but still clean facilities and staff are friendly and good ^^(Original)야경이 아름다운 거제 대명..2년만에 찾아갔지만.. 여전히 깔끔한 시설에 직원분들도 친절하고 좋습니다^^"""
소노캄 거제," ""5"""," ""(Translated by Google) Convenient parking and good facilities.(Original)주차도 편하고 시설도 좋아요."""
소노캄 거제," ""3"""," ""(Translated by Google) I think it is a new building that is not as nice as the interior but it is not very old-fashioned. And the karaoke is 30000 won per hour. It's too expensive.  …Read more(Translated by Google) I think it is a new building that is not as nice as the interior but it is not very old-fashioned. And the karaoke is 30000 won per hour. It's too expensive.(Original)인테리어같은게 이쁘고 촌스럽지도 않은데 새로지은거로 아는데 드라이기 티비 화장대 등등 가구들이 시설보다 너무 덜떨어지는 느낌이다. 그리고 노래방이 한시간에 3만원이다 너무비싸다 밥도 내입맛엔 안맞았다"""
소노캄 거제," ""1"""," ""(Translated by Google) The hotel is a resort like hotel the price is also hotel. The lobby on the first floor looks like a hotel but there are no amenities like toothbrushes or toothpaste. Towels are less. A towel or water should be  …Read more(Translated by Google) The hotel is a resort like hotel the price is also hotel. The lobby on the first floor looks like a hotel but there are no amenities like toothbrushes or toothpaste. Towels are less. A towel or water should be applied when accompanied. Because it does not clean it is easy to book a room separately if it is more than a holiday. It seems that you should not want more than a resort. It is recommended that you go to a nearby hotel if you have the same money. There were also three unfriendly employees.(Original)호텔같은 리조트 가격도 호텔급. 1층 로비만 보면 호텔 같지만 칫솔 치약 같은 어메너티가 없다. 수건도 적은편. 연박할경우 수건이나 물은 신청해야 가져다준다. 청소도 안 해주기 때문에 연박이상할거면 방을 따로따로 예약해야 편함. 리조트 이상의 것을 원하면 안 될 거 같다. 같은 돈이면 근처 호텔로 갈 것을 추천함. 불친절한 직원도 3명이나 있었음."""
소노캄 거제," ""5"""," ""(Translated by Google) Good for you(Original)짱 좋음"""
소노캄 거제," ""3"""," ""(Translated by Google) Depending on(Original)나름 괜춘"""
소노캄 거제," ""4"""," ""(Translated by Google) Good view and good walking course(Original)전망 좋고  산책코스도 좋음"""
소노캄 거제," ""4"""," ""(Translated by Google) You can see the cool ocean.The night view is nice so it's a good place to go with your family.  …Read more(Translated by Google) You can see the cool ocean.The night view is nice so it's a good place to go with your family.(Original)시원하게 펼쳐진 바다를 바라볼수있어요.야경도 멋져서 가족동반해서 오기좋은장소같아요."""
소노캄 거제," ""5"""," ""(Translated by Google) It is a luxurious family resort. I look forward to the cool sea and forget about the past and create new hope.  …Read more(Translated by Google) It is a luxurious family resort. I look forward to the cool sea and forget about the past and create new hope.(Original)고급스런 가족 휴양지입니다.시원한 바다를 바라보며 지난일 잊어버리고 새로운 희망을 만들어봅니다."""
소노캄 거제," ""5"""," ""(Translated by Google) Front sea view~ ReallyIt's in the best position.  …Read more(Translated by Google) Front sea view~ ReallyIt's in the best position.(Original)전면 바다뷰~ 진짜최고의자리에 있어요."""
소노캄 거제," ""4"""," ""(Translated by Google) Condo with a nice sea viewThe beach trail is the best  …Read more(Translated by Google) Condo with a nice sea viewThe beach trail is the best(Original)바다뷰가 좋은 콘도해변산책길은 최고"""
소노캄 거제," ""5"""," ""(Translated by Google) On the day of Ming-Island there were few tables so we ate with perfect service. It is the highest quality buffet in Geoje.  …Read more(Translated by Google) On the day of Ming-Island there were few tables so we ate with perfect service. It is the highest quality buffet in Geoje.(Original)명절연휴전날이라  손님이 몇테이블없어서 완벽한 서비스를 받으며 식사를 했어요. 거제에서 최고수준의 뷔페입니다."""
소노캄 거제," ""5"""," ""(Translated by Google) Needless to say the comfort and facilities of the rooms are perfect and the variety of leisure facilities in the resort is the best. It is a good place for healing or leisure but access to sightseeing spots is low  …Read more(Translated by Google) Needless to say the comfort and facilities of the rooms are perfect and the variety of leisure facilities in the resort is the best. It is a good place for healing or leisure but access to sightseeing spots is low so you should consider it.(Original)객실의 쾌적함과 시설은 말할 것도 없이 완벽하며 리조트 내의 여가 시설은 다양하여 그야말로 최고입니다. 힐링 또는 여가로 좋은 곳이지만 관광지로의 접근성은 떨어지기 때문에 그 점은 감안하시고 방문하셔야 합니다"""
소노캄 거제," ""3"""," ""(Translated by Google) The bed mat is not very good.. The price of food in the resort is evil.A good place to go swimming  …Read more(Translated by Google) The bed mat is not very good.. The price of food in the resort is evil.A good place to go swimming(Original)침대매트가 별로다..리조트내 음식값이 사악하다..물놀이하러 가면 좋은 곳"""
소노캄 거제," ""5"""," ""(Translated by Google) We also use the swimming pool for children and season pass and we often use the sauna.It is a place to go a little while in high season.  …Read more(Translated by Google) We also use the swimming pool for children and season pass and we often use the sauna.It is a place to go a little while in high season.It is a pleasant place.(Original)아이들과 시즌권 이용해서 수영장도 이용하고 사우나도 자주 이용합니다..성수기 때는 조금 피해서 가야하는곳이죠..즐거운 곳입니다"""
소노캄 거제," ""5"""," ""(Translated by Google) Everything is great for sea view. Especially the ocean world is right in front so the kids can play.  …Read more(Translated by Google) Everything is great for sea view. Especially the ocean world is right in front so the kids can play.(Original)전부 바다 뷰로 좋아요. 특히 오션 월드가 앞에 있어서 아이들이 놀기 좋아요"""
소노캄 거제," ""5"""," ""(Translated by Google) All the front of the guest room was facing the sea and wonderful scenery was seen in the morning and it was good. Also clean and cozy ^ ^  …Read more(Translated by Google) All the front of the guest room was facing the sea and wonderful scenery was seen in the morning and it was good. Also clean and cozy ^ ^(Original)전 객실 전면이 바다를 향해 있어서 아침에 멋진 풍경을 볼 수 있어 좋았습니다. 또한 깨끗하고 아늑했습니다^^"""
소노캄 거제," ""5"""," ""(Translated by Google) King of the end of a family trip 👍 Very good(Original)가족여행의 끝판왕 👍  진짜 좋음Trip typeFamily · HolidayService5.0Location4.0Rooms5.0"""
소노캄 거제," ""4"""," ""(Translated by Google) Daemyung Resort is one of the most recently built beautiful scenery ~~ The resort is clean and clean with the latest facilities ... The ocean view is beautiful There is a walkway on the beach so you can exercise  …Read more(Translated by Google) Daemyung Resort is one of the most recently built beautiful scenery ~~ The resort is clean and clean with the latest facilities ... The ocean view is beautiful There is a walkway on the beach so you can exercise with treadmill and walk.(Original)대명리조트 가운데 가장 최근에 지어진 아름다운 경치가 있는 곳~~ 최신시설로 깔끔하고 깨끗한 리조트... 오션뷰가 넘나 아름답고 가슴까지 시원하게 합니다. 바닷가에 산책로가 있어 조석으로 운동과 산책으로 운동도 할 수 있어요~~"""
소노캄 거제," ""5"""," ""(Translated by Google) First of all hygiene(Original)일단 위생"""
소노캄 거제," ""4"""," ""(Translated by Google) Geoje Jisoe Sea view is very spectacular Oedo cruise ship is convenient and facilities management is thorough in Jisyo Port. The entrance road of the complex is narrow so it is inconvenient to have a lot of traffic  …Read more(Translated by Google) Geoje Jisoe Sea view is very spectacular Oedo cruise ship is convenient and facilities management is thorough in Jisyo Port. The entrance road of the complex is narrow so it is inconvenient to have a lot of traffic in seasons with many tourists.(Original)거제 지세포 바다 전망이 매우 압권 외도 유람선도 지세포항에 있어 편리하고 시설관리도 철저함 단지 입구 도로가 협소하여 관광객이 많은계절은 차가 정채가 심한것이 불편"""
소노캄 거제," ""5"""," ""(Translated by Google) As the best resort in Geoje it is large and clean.(Original)거제에서 가장 좋은 리조트답게 규모있고 깔끔합니다."""
소노캄 거제," ""3"""," ""(Translated by Google) Buffet is not good(Original)뷔페가 별로임"""
소노캄 거제," ""5"""," ""(Translated by Google) The facilities and gaekseol recommended and very clean.The hoteliers and staff are very friendly.  …Read more(Translated by Google) The facilities and gaekseol recommended and very clean.The hoteliers and staff are very friendly.(Original)시설과 객설이 너무 깨끗하고 좋습니다.호텔리어 분들과 직원 분들도 너무 친절합니다."""
소노캄 거제," ""1"""," ""(Translated by Google) Do not go to Daemyung Condo Geoje MarinaAt Daemyung Resort Geoje Marina Marina BayService Worse Customer's Complaints  …Read more(Translated by Google) Do not go to Daemyung Condo Geoje MarinaAt Daemyung Resort Geoje Marina Marina BayService Worse Customer's Complaints1500 won for one towel 16500 won for HananaWhen the peak season approaches the extra chargeI'll give you an extra charge in the end.I can not afford to add a room to my room without a pillow.Give me 160000 won for one night. I am resting at ease16000 won for bedding so I went to bed for one or two more than sixteen and I woke up to sleeping and choking?I think that it is a service and a summer holiday. Daemyong Condo Geoje Marina is only for the unkindness and earn money. It is a restaurant with a reputation as well as a holiday. ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Do not look for Geoje Daemyung condo marina ~Worker attitude also. It is unfriendly.(Original)대명콘도거제 마리나가지 마세요대명리조트 거제마리나 바갸지요금에서비스 형편없음  고객의 불만소리 나몰라라수건한장에1500원 이불한나에16500원추가요금에 성수기 다가오자 갑질형태로결국에 추가요금줄테니 이불 갓다달라 했든이이불없다 핑게로 객실추가요구 에 어쩔수없어160000원 주고 하룻밤 지내습니다 손님들모시고. 편히쉬고 가려다 가 추가요금 불친절에  16000 원 이불땜에 객실 1나더 십육만더주고 잠을잤는데 분하고 억울함에 잠이와겠습니까?밤새곰곰히 생각하니 서비스와 여름휴가지로 각광받든 대명콘도거제 마리나가 불친절함과돈벌어에 만 겁겁하니  명성있든 휴가지로는빵점입니다 ~~부디 이곳을 찿는고객님들 아늑한 계곡을 찾아 편안한휴가 되시길바랍니다~다시는 거제대명콘도 마리나 찾지마세요~근무자 태도도. 불친절입니다 부탁함 모르쇠콘도입니다"""
소노캄 거제," ""5"""," ""(Translated by Google) It was clean and quiet.(Original)깨끗하고 조용햬서좋았음"""
소노캄 거제," ""5"""," ""(Translated by Google) There were not many kinds of dinner buffet but all tasted great.Guest room was clean too and was kind.  …Read more(Translated by Google) There were not many kinds of dinner buffet but all tasted great.Guest room was clean too and was kind.(Original)저녁뷔페 종류는 많지 않았으나 모두 맛이 최상이었어요.객실도 깨끗하고 오두 친절했습니다."""
소노캄 거제," ""5"""," ""(Translated by Google) Clean Suite. Perfect. Overall the service and the rooms are very good.  …Read more(Translated by Google) Clean Suite. Perfect. Overall the service and the rooms are very good.(Original)클린 스위트. 완벽합니다. 전체적으로 수준있는 서비스와 객실.너무 만족합니다."""
소노캄 거제," ""5"""," ""(Translated by Google) Facilities are really good clean and lots of fun. The convenience store sells everything and the sauna and swimming pool are really good. Sunset and sunrise are spectacular!  …Read more(Translated by Google) Facilities are really good clean and lots of fun. The convenience store sells everything and the sauna and swimming pool are really good. Sunset and sunrise are spectacular!(Original)시설도 정말 좋고 깨끗하고 놀거리도 많습니다. 편의점에는 별의별걸 다팔고 사우나와 수영장도 정말 좋습니다. 거기선 일몰과 일출이 장관입니다!!"""
소노캄 거제," ""5"""," ""(Translated by Google) Spacious and tidy. Good for walk Facilities Good Table tennis table Karaoke Coffee shop Restaurant  …Read more(Translated by Google) Spacious and tidy. Good for walk Facilities Good Table tennis table Karaoke Coffee shop Restaurant(Original)넓고 깔끔. 산책하기 좋음 부대시설 좋음 탁구장 노래방 커피숍 레스토랑"""
소노캄 거제," ""4"""," ""(Translated by Google) The resort is clean and the view is nice too. Ocean Bay is very good because the children play very well but the only one inconvenient is the elevator; It is strange that I can not even get on the floor when I  …Read more(Translated by Google) The resort is clean and the view is nice too. Ocean Bay is very good because the children play very well but the only one inconvenient is the elevator; It is strange that I can not even get on the floor when I check-out time because of the strange system that there are only four elevators in the building which is on the 27-8 floor but there is only one stop. I think elevators need some improvement.(Original)리조트 숙소도 깔끔하고 뷰도 좋고.. 오션베이는 아이들이 놀기 정말 좋아서 대만족이었는데 딱 하나 불편한건 엘리베이터더군요;;  27-8층까진가 있는 건물에 엘리베이터가 4개나 있는데도 무조건 1개만 정차하게끔 되어있는 요상한 시스템때문에  체크아웃시간에 층층마다 서는데 타지도 못하는 이상한 정체가 생기더라구요.. 리조트라 다들 짐도 많은데; 엘리베이터는 좀 개선이 되어야 된다고 봅니다"""
소노캄 거제," ""5"""," ""(Translated by Google) The best facilities. There are various sea activities restaurants nearby and the air is great.  …Read more(Translated by Google) The best facilities. There are various sea activities restaurants nearby and the air is great.(Original)시설 최고이고요. 다양한 바다관련 액티비티도 있고 근처 맛집도 있고 공기도 정말 좋습니다."""
소노캄 거제," ""3"""," ""(Translated by Google) There aren't many TV channels in the room.The breakfast is less expensive than the expensive one and the taste is not good.  …Read more(Translated by Google) There aren't many TV channels in the room.The breakfast is less expensive than the expensive one and the taste is not good.Some staff are unkind.Beach view is good.Entertainment facilities such as PC rooms and karaoke rooms are too expensive. It seems to be expensive two or three times that of the remote place.(Original)방에 티비가 채널이 많이 없음.조식은 비싼값에 비하면 종류도 적은데다 맛은 별로임.몇몇 직원은 불친절함.바닷가 뷰는 좋음.Pc방이나 노래방같은 오락시설이 너무 비쌈. 외지에 있는 곳의 2~3배는 비싼듯.Trip typeFamilyLocation3.0Service2.0Rooms3.0"""
소노캄 거제," ""3"""," ""(Translated by Google) The sea is right next to it and the scenery is pretty good. Although there are some facilities inside there is no space to sit and relax for free unlike other Daemyung condos.  …Read more(Translated by Google) The sea is right next to it and the scenery is pretty good. Although there are some facilities inside there is no space to sit and relax for free unlike other Daemyung condos.(Original)바다가 바로 인접해서 경치는 꽤 좋다. 내부 시설도 어느 정도 갖춰 놓긴 했지만 다른 대명 콘도와는 다르게 앉아서 무료로 쉴 수 있는 공간이 없다."""
소노캄 거제," ""5"""," ""(Translated by Google) Geoje Mariana located on a beautiful waterfront ... nice pretty elegant and beautiful.  …Read more(Translated by Google) Geoje Mariana located on a beautiful waterfront ... nice pretty elegant and beautiful.(Original)아름다운 해안가에 위치해있는 거제 마리아나...멋지고 예쁘고 운치있고 아릅답습니다."""
